pdb_id,model,plddt,delta_to_best
6m0r,4,35.48478260869566,-29.59339130434781
6m0r,1,52.4595652173913,-12.61860869565217
6m0r,3,41.460840579710144,-23.617333333333328
6m0r,5,54.97947826086956,-10.098695652173909
6m0r,3,54.27191304347826,-10.806260869565214
6m0r,2,47.23513043478261,-17.84304347826086
6m0r,2,40.9108115942029,-24.167362318840574
6m0r,4,54.9303768115942,-10.147797101449271
6m0r,5,44.74663768115942,-20.33153623188405
6m0r,2,50.80255072463768,-14.275623188405788
6m0r,5,40.39165217391304,-24.686521739130434
6m0r,1,52.898405797101454,-12.179768115942018
6m0r,2,53.39617391304348,-11.681999999999995
6m0r,5,40.33402898550725,-24.74414492753622
6m0r,3,48.1300579710145,-16.94811594202897
6m0r,1,44.73173913043478,-20.34643478260869
6m0r,1,49.495710144927536,-15.582463768115936
6m0r,5,42.90597101449276,-22.172202898550708
6m0r,4,47.32147826086956,-17.75669565217391
6m0r,2,46.96434782608696,-18.113826086956514
6m0r,1,57.230753623188406,-7.847420289855066
6rsx,1,47.61852713178296,-22.093720930232557
6rsx,4,39.57581395348838,-30.13643410852714
6rsx,2,47.7608527131783,-21.951395348837217
6rsx,1,41.269457364341086,-28.442790697674432
6rsx,3,46.432868217054256,-23.279379844961262
6rsx,3,68.19596899224807,-1.5162790697674495
6rsx,1,40.98720930232558,-28.725038759689937
6rsx,4,45.52720930232558,-24.185038759689938
6rsx,5,46.61782945736434,-23.09441860465118
6rsx,2,53.90992248062015,-15.802325581395365
6rsx,5,37.26674418604652,-32.445503875968996
6rsx,2,69.71224806201552,0.0
6rsx,5,57.90961240310077,-11.802635658914745
6rsx,1,40.29705426356589,-29.41519379844963
6rsx,1,61.906666666666666,-7.805581395348852
6rsx,5,68.12953488372092,-1.582713178294597
6rsx,2,49.673410852713175,-20.038837209302343
6rsx,1,51.53682170542636,-18.175426356589156
6rsx,4,49.2615503875969,-20.45069767441862
6rsx,3,51.26007751937985,-18.45217054263567
6rsx,4,46.698217054263566,-23.014031007751953
6rsx,5,45.70232558139535,-24.00992248062017
6rsx,1,45.55798449612403,-24.15426356589149
